2017年3月20日,Develop Microsoft HoloLens Apps Now,"4,962",https://www.amazon.co.jp/gp/digital/your-account/order-summary.html/ref=oh_aui_dpi_o03_?ie=UTF8&orderID=D01-0178934-3237870&print=1
2017年3月20日,実戦で役立つ C#プログラミングのイディオム/定石&パターン,"3,218",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o04_?ie=UTF8&orderID=250-0736177-6783047
2017年3月19日,トランジスタ技術 2017年 04 月号等,"2,540",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o05_?ie=UTF8&orderID=250-9767372-0686250
2017年3月19日,Interface(インターフェース) 2017年 05 月号,"1,080",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o06_?ie=UTF8&orderID=250-4093080-6751037
2017年3月17日,IO 2017年 04 月号 [雑誌],980,https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o03_?ie=UTF8&orderID=249-9128301-4140618
2017年3月12日,Canon  プリンター インクジェット 複合機 PIXUS MG3630 RD レッド,"7,118",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o05_?ie=UTF8&orderID=250-7525362-9483001
2017年3月10日,Canon インク カートリッジ 純正 BC-340 ブラック,"1,557",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o07_?ie=UTF8&orderID=250-8934495-6646259
2017年3月2日,クラウドワーキングで稼ぐ! ―時間と場所にとらわれない新しい働き方,"1,836",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o09_?ie=UTF8&orderID=250-2982400-4354226
2017年3月2日,ITと熟練農家の技で稼ぐ AI農業等,"3,564",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o02_?ie=UTF8&orderID=250-6420454-0943863
2017年2月28日,リクルートのDNA―起業家精神とは何か (角川oneテーマ21),741,https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o04_?ie=UTF8&orderID=250-6971863-5778239
2017年2月26日,パナソニック コード付きスチームアイロン   ブルー NI-S55-A,"1,482",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o05_?ie=UTF8&orderID=250-0648933-8255842
2017年2月25日,日経ソフトウエア2017年4月号,"1,320",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o07_?ie=UTF8&orderID=249-1512238-2373430
2017年2月25日,Logicool ロジクール ワイヤレスマウス レッド M545RD,"1,980",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o08_?ie=UTF8&orderID=250-8785236-9012661
2017年2月25日,いちばんやさしいWordPressの教本第3版 人気講師が教える本格Webサイトの作り方,"1,706",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o09_?ie=UTF8&orderID=250-8791563-4476611
2017年2月23日,商品名：初めてのWatson APIの用例と実践プログラミング、数量：4,"9,504",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o00_?ie=UTF8&orderID=249-8836993-7031809
2017年2月23日,iPhoneで撮影・編集・投稿 YouTube動画編集 養成講座,"2,138",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o01_?ie=UTF8&orderID=249-3950955-2259036
2017年2月17日,ソフトウェアデザイン 2017年 03 月号 [雑誌]等,"2,298",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o05_?ie=UTF8&orderID=249-4081968-5071024
